DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	NRPS_Prop
COLOR	#FF0000
DATA
Phlyctochytrium_GCA_027600675.1	0.4
Phaeoacremonium_GCF_000392275.1	0.23076923076923078
Corynespora_GCA_003016335.1	0.2878787878787879
Paraphysoderma_GCA_025602915.1	0.2
Erythrobasidium_GCA_001600175.1	0.4
Chytriomyces_GCA_025201725.1	0.2857142857142857
Smittium_GCA_003086735.1	0.25
Taphrina_GCA_000836135.1	0.5555555555555556
Obelidium_GCA_025765595.1	0.6666666666666666
Polychytrium_GCF_025602895.1	0.90625
Monilinia_GCA_002162545.1	0.36363636363636365
Ustilago_GCF_000328475.2	0.7692307692307693
Chaetoscypha_GCA_003988945.1	0.26666666666666666
Gonapodya_GCA_001574975.1	0.2
Ramichloridium_GCA_002368545.1	0.38235294117647056
Mitosporidium_GCF_000760515.2	0.0
Corinectria_GCA_003385255.1	0.5476190476190477
Xylona_GCF_001619985.1	0.4074074074074074
Bipolaris_GCF_000354255.1	0.2923076923076923
Emmonsia_GCA_002572855.1	0.5294117647058824
Syncephalastrum_GCA_002105135.1	0.38461538461538464
Glonium_GCA_001692915.1	0.30357142857142855
Alloascoidea_GCA_001600815.1	0.8333333333333334
Verruconis_GCA_000836295.1	0.2631578947368421
Mixia_GCF_000708205.1	0.4444444444444444
Podospora_GCA_900290415.1	0.34285714285714286
Homolaphlyctis_GCA_000235945.1	0.5
Eutypa_GCA_000349385.1	0.36363636363636365
Hyaloraphidium_GCA_025558095.1	0.3333333333333333
Geranomyces_GCA_027600685.1	0.5333333333333333
Aureobasidium_GCF_000721755.1	0.45161290322580644
Phialocephala_GCA_900073065.1	0.3291139240506329
Ascochyta_GCA_004335205.1	0.4358974358974359
Lobulomyces_GCA_027604685.1	0.5714285714285714
Irineochytrium_GCA_027600665.1	0.75
Fragosphaeria_GCA_002778095.1	0.4166666666666667
Ascoidea_GCF_001661345.1	0.5
Gaertneriomyces_GCA_027603645.1	0.5
Tolypocladium_GCA_002916505.1	0.40540540540540543
Geranomyces_GCA_027602005.1	0.5714285714285714
Capsaspora_GCA_000151315.2	0.2857142857142857
Epichloe_GCA_002591845.1	0.53125
Tuber_GCF_000151645.1	0.5
Spizellomyces_GCA_000182565.2	0.7692307692307693
Valsa_GCA_003795315.1	0.26666666666666666
Gonapodya_GCA_027604505.1	0.2
Oehlia_GCA_003833135.1	0.3333333333333333
Hyaloscypha_GCA_002865625.1	0.24444444444444444
Rhizopus_GCA_000149305.1	0.4666666666666667
Backusella_GCA_025399235.1	0.46153846153846156
Cephaloascus_GCA_003706495.1	0.3333333333333333
Bifiguratus_GCA_002261195.1	0.4
Chytridiales_GCA_027604305.1	0.75
Scedosporium_GCA_000812075.1	0.45161290322580644
Clydaea_GCA_027604065.1	0.42857142857142855
Physocladia_GCA_027596945.1	0.7142857142857143
Rhizoclosmatium_GCA_027604365.1	0.5
Cryphonectria_GCA_003264845.1	0.2542372881355932
Rhizoclosmatium_GCA_002104985.1	0.6
Allomyces_GCA_027604705.1	0.16666666666666666
Ascobolus_GCA_003788565.2	0.21428571428571427
Batrachochytrium_GCA_000149865.1	0.6
Rhizopus_GCA_002083745.1	0.3076923076923077
Ustulina_GCA_002081935.3	0.29523809523809524
Polyrhizophydium_GCA_027604665.1	0.6923076923076923
Gaertneriomyces_GCA_025558075.1	0.5
Colletotrichum_GCA_001563115.1	0.2857142857142857
Blyttiomyces_GCA_027604625.1	0.3333333333333333
Phlyctochytrium_GCA_025602905.1	0.5
Neofusicoccum_GCA_000385595.1	0.4
Reticulascus_GCA_001557505.1	0.3695652173913043
Rhizophlyctis_GCA_002214945.1	0.4
Talaromyces_GCA_001270325.1	0.41304347826086957
Orbilia_GCF_000225545.1	0.23809523809523808
Verticillium_GCA_000732205.1	0.3870967741935484
Boothiomyces_GCA_027604245.1	0.5
Metschnikowia_GCA_002374405.1	0.3333333333333333
Baudoinia_GCF_000338955.1	0.38095238095238093
Batrachochytrium_GCA_002006685.2	0.5
Evernia_GCA_003184365.1	0.27380952380952384
Schizosaccharomyces_GCA_000002945.2	0.75
Martensiomyces_GCA_025201845.1	0.16666666666666666
Chytriomyces_GCA_027604165.1	0.5454545454545454
Yarrowia_GCA_000002525.1	0.3333333333333333
Thermothielavioides_GCF_000226115.1	0.2413793103448276
Linderina_GCF_002104995.1	0.16666666666666666
Paecilomyces_GCA_003990805.1	0.42857142857142855
Batrachochytrium_GCA_000203795.1	0.5
Neocallimastix_GCA_002104975.1	0.6363636363636364
Microbotryum_GCA_900120095.1	0.4
Piromyces_GCA_002104945.1	0.3
Mucor_GCA_000950595.1	0.2727272727272727
Ophiognomonia_GCA_003671545.1	0.3402061855670103
Terramyces_GCA_027603945.1	0.7
Coemansia_GCA_002705745.1	0.25
Hanseniaspora_GCA_900119595.1	0.3333333333333333
Fonticula_GCA_000388065.2	0.0
