het-R|Podospora	ANAPC4_WD40	1112	1164	22.212230682373047	0.00014110094875598357
het-E|Podospora	ANAPC4_WD40	1217	1269	25.31880760192871	1.514655229847173e-05
vic4-1|Cryphonectria	APH	78	254	23.67288589477539	4.165367849405001e-05
un-24|Neurospora	ATP-cone	1	89	54.56393814086914	1.4037245803443802e-14
pix6-1|Cryphonectria	Ccdc124	118	197	48.877723693847656	7.146217951246798e-13
pix6-2|Cryphonectria	Ccdc124	111	197	47.85284423828125	1.492413394745397e-12
vic3b-2|Cryphonectria	CYSTM	63	99	37.05652618408203	3.0024136459581173e-09
vic4-1|Cryphonectria	Fructosamin_kin	65	318	110.23756408691406	1.1836788687605585e-31
het-c|Podospora	GLTP	36	173	158.34095764160156	1.6370548790492465e-46
het-S|Podospora	HeLo	7	199	191.8907012939453	1.2845803963282497e-56
het-s|Podospora	HeLo	6	199	189.50111389160156	6.925503127101511e-56
het-6|Neurospora	HET	60	241	113.5378646850586	1.1319649547733445e-32
vic6-1|Cryphonectria	HET	202	350	110.96862030029297	7.012953286458656e-32
pin-c3|Neurospora	HET	335	533	107.52014923095703	8.110062554633291e-31
vic1a-1|Cryphonectria	HET	200	357	109.47877502441406	2.0193090997147576e-31
vic1a-2|Cryphonectria	HET	200	357	107.2502212524414	9.822902642268937e-31
vic1d-1|Cryphonectria	HET	117	272	106.59281158447266	1.5664319896621286e-30
vic6-2|Cryphonectria	HET	202	350	105.71756744384766	2.9156746800313765e-30
vic7-2|Cryphonectria	HET	5	155	104.3509521484375	7.692199892261439e-30
vic7-1|Cryphonectria	HET	24	174	104.31087493896484	7.914179495123928e-30
tol|Neurospora	HET	343	500	96.59793853759766	1.8889214131418587e-27
het-e|Neurospora	HET	60	257	72.78608703613281	4.1412260038354353e-20
het-BH2|Podospora	HET	22	112	55.58647537231445	8.30936517021371e-15
het-BH1|Podospora	HET	22	110	45.69069290161133	9.339459149996412e-12
het-E|Podospora	HET	26	117	38.18510055541992	1.9240128846406957e-09
het-d|Podospora	HET	26	113	37.622711181640625	2.8680454932820266e-09
het-R|Podospora	HET	25	111	33.464141845703125	5.490656516308141e-08
het-c|Neurospora	Het-C	12	601	877.980224609375	3.0170444133964184e-264
het-s|Podospora	HET-s_218-289	218	282	87.7157211303711	4.199833434551445e-25
het-S|Podospora	HET-s_218-289	218	282	84.98471069335938	2.991034528879441e-24
mat-A3|Neurospora	HMG_box	148	214	66.09323120117188	3.2521952153215898e-18
mat-A2|Neurospora	MAT1-1-2	143	270	111.07406616210938	4.1421144284254936e-32
het-E|Podospora	NACHT	294	487	83.25071716308594	1.9844091038868342e-23
het-R|Podospora	NACHT	294	434	40.639705657958984	2.485590272933657e-10
het-d|Podospora	NACHT	293	449	39.008907318115234	7.883250275614574e-10
plp-1|Neurospora	NB-ARC	406	592	34.571510314941406	1.3389786136082334e-08
vic2-2|Cryphonectria	NB-ARC	395	564	30.112747192382812	3.0764854846391106e-07
plp-1|Neurospora	Patatin	18	216	80.67546844482422	1.7905724871790524e-22
